id,device_id,product_name,product_sku,product_name2,count if,amount,status,card_number,cvv,created_at,happened_at
877,111,"vulputate, posuere",3.77E+12,"dui,",9,341,accepted,453955 3443762628,713,11/5/2022 12:54,10/21/2021 6:38
878,195,molestie arcu.,3.77E+12,velit,8,896,cancelled,5.75E+13,811,1/28/2023 12:43,9/9/2022 8:02
879,113,Cras dolor,3.77E+12,Nunc,22,653,refused,3.76E+14,650,10/14/2022 6:45,12/30/2022 6:22
880,51,urna suscipit,3.77E+12,"placerat,",2,708,accepted,3.74E+14,632,11/2/2022 5:35,12/20/2022 3:00
881,106,"dolor, tempus",3.77E+12,est,5,674,accepted,3.01E+14,156,11/29/2022 10:41,1/13/2023 9:06
882,81,"semper erat,",3.77E+12,Sed,23,367,refused,676233 47 5334 9266 268,799,10/4/2022 1:13,6/5/2022 8:39
883,68,ullamcorper viverra.,3.77E+12,Donec,21,605,accepted,6.76E+13,762,10/18/2022 11:47,9/17/2022 10:57
884,38,lacus. Ut,3.77E+12,et,21,994,cancelled,6.77E+16,994,1/10/2023 7:14,1/16/2023 11:58
885,152,Donec vitae,3.77E+12,faucibus.,1,582,cancelled,491784 7563874565,716,2/22/2023 2:22,2/11/2023 5:35
886,109,sem ut,3.77E+12,tristique,8,242,refused,3424 329186 58456,831,11/26/2022 9:26,8/23/2022 7:00
887,52,quis arcu,3.77E+12,"dolor,",3,509,cancelled,471625 466763 5286,470,12/11/2022 11:29,11/8/2021 10:06
888,190,auctor velit.,v3770009015028,lorem,23,152,cancelled,3.73E+14,285,2/14/2023 10:21,11/21/2021 1:53
889,113,fringilla est.,3.77E+12,vehicula,3,551,cancelled,3.67E+14,428,1/3/2023 7:31,10/15/2022 1:16
890,151,Nunc laoreet,3.77E+12,eu,13,549,accepted,6.76E+13,345,12/27/2022 8:15,12/19/2022 4:22
891,173,"nisl sem,",3.77E+12,"vitae,",8,269,refused,6455 7293 5732 4452,269,1/28/2023 2:01,10/9/2021 4:39
892,36,lorem ut,3.77E+12,velit.,7,475,accepted,6.71E+18,259,12/30/2022 11:21,10/16/2021 6:56
893,14,eu elit.,3.77E+12,hendrerit,4,459,accepted,519 48973 27664 111,692,10/2/2022 3:34,1/16/2022 5:23
894,167,"quis, tristique",3.77E+12,rhoncus,1,704,accepted,4844 8822 9537 9268,721,2/1/2023 2:57,7/4/2022 4:48
895,125,magnis dis,3.77E+12,Integer,10,217,cancelled,3657 294627 35883,160,2/16/2023 1:40,2/24/2023 8:57
896,133,tincidunt aliquam,3.77E+12,dui.,9,955,accepted,3476 649736 47355,126,12/8/2022 3:38,5/27/2022 3:45
897,195,nascetur ridiculus,3.77E+12,diam,6,149,refused,4.02E+12,593,1/27/2023 1:05,7/30/2022 8:05
898,180,a feugiat,3.77E+12,nascetur,5,756,accepted,515752 8954522661,639,11/15/2022 1:10,12/27/2022 4:20
899,168,"malesuada vel,",3.77E+12,"elit,",2,736,cancelled,3.02E+14,203,12/28/2022 8:02,9/9/2022 4:21
900,123,metus. Vivamus,3.77E+12,a,12,587,accepted,450823 234236 5331,900,12/6/2022 7:26,12/30/2022 8:47
901,52,sapien. Nunc,3.77E+12,Donec,21,113,cancelled,6.33E+15,796,12/23/2022 4:00,1/16/2023 10:32
902,145,Mauris non,3.77E+12,ac,24,348,accepted,6.49E+15,808,12/13/2022 9:18,8/1/2022 7:20
903,199,"nibh enim,",3.77E+12,rutrum,5,827,accepted,2014 144528 23760,260,10/31/2022 5:27,9/19/2022 6:34
904,60,odio. Phasellus,3.77E+12,eros,2,312,refused,2.15E+14,928,1/26/2023 9:13,9/6/2022 9:17
905,8,sem mollis,3.77E+12,semper,17,631,cancelled,4.76E+12,414,12/13/2022 11:28,2/11/2023 1:18
906,84,Morbi sit,3.77E+12,"ornare,",5,640,cancelled,3.43E+14,145,11/19/2022 6:10,2/5/2023 5:34
907,51,"pellentesque, tellus",3.77E+12,pede,7,503,cancelled,3.64E+14,990,2/13/2023 8:04,7/3/2022 12:18
908,140,bibendum fermentum,3.77E+12,justo,4,796,accepted,3.67E+14,222,10/15/2022 4:57,11/14/2022 3:57
909,113,"volutpat ornare,",v3770009015028,Nulla,14,393,accepted,453935 8633142528,667,11/15/2022 7:07,12/14/2021 12:33
910,170,cursus. Integer,3.77E+12,vulputate,5,749,accepted,644133 3246838645,631,10/11/2022 1:45,4/16/2022 3:28
911,34,aliquet odio.,3.77E+12,aliquet,7,344,refused,2149 953728 64731,885,12/5/2022 10:08,4/15/2022 2:09
912,41,"tempus, lorem",3.77E+12,"eu,",8,968,cancelled,4.54E+15,383,11/10/2022 8:25,7/29/2022 8:46
913,47,magna. Sed,3.77E+12,"vulputate,",6,630,cancelled,2.01E+14,890,10/3/2022 7:13,2/2/2023 5:45
914,182,non quam.,3.77E+12,ac,24,142,refused,3055 362399 65989,233,2/22/2023 9:03,5/11/2022 5:57
915,16,neque. Sed,3.77E+12,aliquet,7,615,cancelled,3005 324687 68785,616,10/1/2022 12:46,7/2/2022 2:59
916,48,Curabitur dictum.,3.77E+12,parturient,7,15,cancelled,3.04E+14,937,10/16/2022 1:05,7/23/2022 5:43
917,122,"elit, pretium",3.77E+12,facilisi.,1,912,accepted,3038 615356 41627,308,1/2/2023 9:29,3/29/2022 11:19
918,41,"volutpat ornare,",3.77E+12,elit.,5,538,refused,3.48E+14,618,11/26/2022 9:07,4/14/2022 12:03
919,16,ut nisi,3.77E+12,sed,23,441,cancelled,4.90E+15,142,10/22/2022 4:52,11/27/2021 5:52
920,7,lectus sit,3.77E+12,Mauris,21,269,refused,646834 2757556536,423,10/22/2022 7:28,4/13/2022 12:03
921,36,"nec, malesuada",3.77E+12,magna.,6,525,cancelled,6.71E+15,872,2/26/2023 7:37,10/24/2022 9:08
922,170,sociis natoque,3.77E+12,orci,5,523,cancelled,2149 333357 24825,128,10/7/2022 5:18,4/13/2022 11:08
923,170,dolor. Fusce,3.77E+12,turpis.,6,18,accepted,6.33E+18,328,1/13/2023 8:54,10/29/2022 11:00
924,120,primis in,v3770009015028,luctus,11,235,cancelled,6.47E+15,243,1/5/2023 9:29,4/22/2022 8:46
925,198,Phasellus elit,3.77E+12,mauris,21,528,accepted,648314 6885282449,897,12/8/2022 2:49,4/4/2022 6:48
926,131,"non, bibendum",3.77E+12,dolor,9,837,refused,525815 2724567837,692,11/12/2022 7:24,2/21/2022 5:38
927,158,Etiam imperdiet,3.77E+12,Cum,4,858,cancelled,3.79E+14,117,11/28/2022 6:44,3/25/2022 7:50
928,179,odio. Nam,3.77E+12,inceptos,2,288,refused,588827 232123 8760,668,10/13/2022 4:46,8/21/2022 11:14
929,105,Ut sagittis,3.77E+12,arcu.,8,593,refused,3627 875239 28114,610,1/27/2023 1:23,9/19/2022 1:24
930,61,semper tellus,3.77E+12,euismod,6,397,accepted,402656 2736456616,665,10/10/2022 10:17,6/25/2022 1:19
931,128,purus mauris,3.77E+12,odio.,2,604,accepted,445877 7415353416,652,11/26/2022 3:53,2/27/2023 5:58
932,32,Cras vulputate,3.77E+12,luctus,11,359,cancelled,4903 4885 3142 8683,994,10/7/2022 4:59,11/28/2021 9:55
933,171,"malesuada vel,",3.77E+12,molestie.,3,684,cancelled,6.30E+17,466,11/24/2022 9:03,2/11/2022 6:45
934,5,fringilla purus,3.77E+12,"orci,",5,38,accepted,6333 4771 5962 1786,182,2/23/2023 1:55,8/17/2022 12:41
935,63,sociis natoque,3.77E+12,mollis,6,822,cancelled,5474 7125 2898 8394,503,12/6/2022 10:16,1/3/2022 7:08
936,82,"dui, in",3.77E+12,ornare,8,59,cancelled,5.16E+15,163,10/13/2022 7:03,10/11/2021 2:20
937,65,felis. Donec,3.77E+12,purus,5,236,cancelled,3.03E+14,521,2/27/2023 11:10,2/7/2022 2:30
938,95,purus gravida,3.77E+12,vitae,11,65,accepted,2.15E+14,956,2/15/2023 6:16,2/1/2022 8:42
939,124,eu tempor,3.77E+12,habitant,2,645,cancelled,6771 4722 9477 3898,543,1/29/2023 7:36,2/19/2023 12:53
940,120,vitae diam.,3.77E+12,erat,14,871,accepted,5.88E+11,968,10/31/2022 1:53,2/22/2023 5:51
941,104,Quisque libero,3.77E+12,"pellentesque,",4,539,accepted,676731 7343697224,962,11/21/2022 11:15,1/23/2022 3:39
942,173,erat nonummy,3.77E+12,risus.,5,763,accepted,2149 472415 57525,653,2/1/2023 8:05,8/15/2022 6:09
943,51,"parturient montes,",3.77E+12,aliquet,7,677,cancelled,6466 4358 6533 3665,243,12/17/2022 12:52,9/28/2022 2:38
944,194,et ultrices,3.77E+12,amet,12,560,refused,5.18E+15,421,1/1/2023 1:15,1/22/2023 2:09
945,67,semper pretium,3.77E+12,rutrum,5,426,cancelled,6.77E+15,397,10/25/2022 9:42,1/9/2022 8:13
946,23,Sed neque.,3.77E+12,enim,6,384,refused,491 79661 77953 563,835,10/18/2022 12:59,12/6/2021 11:49
947,170,"odio, auctor",3.77E+12,ac,24,29,cancelled,670628 56 2726 7225 637,711,10/4/2022 12:09,1/9/2022 5:24
948,106,"parturient montes,",3.77E+12,magna,10,558,accepted,5.02E+12,454,1/8/2023 9:39,4/9/2022 10:27
949,30,"eleifend, nunc",3.77E+12,mus.,2,995,cancelled,2014 667359 44664,181,1/22/2023 7:05,9/27/2022 10:05
950,97,"malesuada id,",v3770009015028,tempus,6,404,cancelled,6763 553 68 2959,522,10/28/2022 10:22,2/23/2022 7:37
951,194,"vestibulum lorem,",3.77E+12,sapien,2,204,accepted,652673 443555 5874,599,11/1/2022 5:12,5/9/2022 3:09
952,121,a tortor.,3.77E+12,eleifend,3,143,refused,3742 421396 47266,448,12/8/2022 8:59,6/11/2022 11:48
953,4,ante dictum,3.77E+12,Integer,10,89,refused,5.59E+15,724,12/25/2022 3:11,5/13/2022 7:58
954,134,Nam porttitor,3.77E+12,molestie,10,336,cancelled,646 44348 87693 968,409,11/7/2022 4:37,10/26/2022 9:54
955,6,a purus.,3.77E+12,"quam,",2,647,refused,2149 545552 53865,280,11/2/2022 9:36,2/8/2022 9:19
956,41,diam vel,3.77E+12,tellus,6,429,accepted,3.03E+14,718,12/18/2022 5:14,6/10/2022 8:27
957,4,"varius et,",3.77E+12,nibh,5,887,accepted,575798 6964473776,622,11/23/2022 9:48,5/10/2022 9:24
958,26,Donec est,3.77E+12,varius,6,942,refused,4175 0093 3649 6674,828,1/14/2023 4:26,8/21/2022 7:22
959,150,magna a,3.77E+12,lorem,23,710,cancelled,657274 9716799770,670,1/29/2023 2:48,11/9/2021 6:11
960,158,Aenean massa.,3.77E+12,pellentesque,5,317,refused,4.90E+18,789,2/17/2023 9:44,5/19/2022 8:13
961,156,nec enim.,3.77E+12,Nunc,22,672,cancelled,3.48E+14,212,10/2/2022 10:35,5/26/2022 11:36
962,192,"vel, convallis",3.77E+12,"lectus,",1,540,accepted,3.05E+14,937,2/15/2023 6:20,8/24/2022 7:29
963,128,"egestas, urna",3.77E+12,id,6,609,refused,565524 62 2792 2479 336,261,11/16/2022 10:49,11/18/2021 12:15
964,108,fringilla cursus,3.77E+12,Donec,21,256,refused,3.43E+14,866,12/23/2022 3:14,2/23/2023 2:47
965,198,arcu. Aliquam,3.77E+12,"dui,",9,453,accepted,4175 0036 3532 6864,771,2/4/2023 11:55,12/20/2021 11:17
966,46,volutpat nunc,3.77E+12,mollis,6,107,accepted,601 17373 78468 973,678,11/25/2022 2:09,1/18/2023 8:25
967,178,"a, aliquet",3.77E+12,lacus.,4,583,cancelled,3.79E+14,260,1/1/2023 6:31,4/17/2022 6:18
968,37,nec tellus.,3.77E+12,iaculis,7,59,accepted,6.33E+17,120,1/4/2023 4:44,7/3/2022 7:53
969,110,"eget, dictum",3.77E+12,Aliquam,9,712,cancelled,3714 363791 45428,800,1/28/2023 4:01,10/23/2022 7:09
970,36,Suspendisse tristique,3.77E+12,sapien,2,581,cancelled,6767 5889 8937 4639,670,2/20/2023 12:18,10/17/2021 12:36
971,183,Nunc commodo,3.77E+12,dolor,9,485,accepted,3776 264724 63876,383,11/11/2022 4:36,5/5/2022 12:04
972,176,odio. Phasellus,3.77E+12,Quisque,9,103,refused,450823 573475 8773,614,12/22/2022 1:37,6/18/2022 7:18
973,129,"tincidunt, nunc",3.77E+12,magna,10,571,accepted,3.78E+14,494,1/25/2023 4:55,11/4/2022 8:03
974,33,"non, lobortis",3.77E+12,interdum.,7,240,refused,6553 2638 5889 9417,372,11/5/2022 1:45,6/13/2022 5:50
975,13,molestie pharetra,3.77E+12,luctus,11,242,cancelled,6.71E+17,531,2/9/2023 11:59,1/23/2023 11:36
976,195,molestie. Sed,3.77E+12,ad,2,851,accepted,677 19845 88235 541,688,10/31/2022 10:23,2/12/2023 3:35
977,150,"semper egestas,",3.77E+12,magna.,6,380,refused,670982 862832 7445,839,12/3/2022 5:25,11/9/2021 12:42
978,173,Nam ac,3.77E+12,"vestibulum,",2,44,refused,630467 1688964429,774,12/7/2022 6:26,1/19/2022 8:58
979,97,Cras lorem,3.77E+12,Proin,15,631,refused,3.63E+14,561,2/24/2023 6:02,4/20/2022 9:08
980,99,"lorem, sit",3.77E+12,sollicitudin,4,950,cancelled,3.73E+14,880,12/20/2022 10:18,8/7/2022 8:45
981,38,ante dictum,3.77E+12,eu,13,995,accepted,630432 87 9256 8328 887,274,10/10/2022 10:26,12/31/2022 2:22
982,49,"mi felis,",3.77E+12,urna,6,104,refused,491727 2876367472,391,12/30/2022 4:31,10/2/2021 1:03
983,48,dictum augue,3.77E+12,placerat.,2,119,cancelled,3.62E+14,972,11/26/2022 8:26,6/17/2022 3:25
984,86,"nunc, ullamcorper",3.77E+12,diam,6,684,cancelled,6.33E+18,499,10/13/2022 6:41,5/9/2022 6:11
985,79,lorem. Donec,3.77E+12,enim.,9,285,cancelled,4.91E+17,157,1/26/2023 8:05,10/12/2022 9:36
986,87,Cras dolor,3.77E+12,ultrices,6,729,cancelled,5.24E+15,969,11/20/2022 12:11,11/9/2021 1:22
987,86,Quisque ornare,3.77E+12,nisi,7,119,cancelled,3.06E+14,824,11/30/2022 4:35,8/6/2022 7:29
988,158,erat semper,3.77E+12,leo,3,923,refused,4556 137 27 3133,347,12/17/2022 8:09,7/23/2022 11:11
989,169,in aliquet,3.77E+12,semper,17,846,accepted,677183 6448474464,460,11/20/2022 8:29,2/13/2023 7:18
990,58,viverra. Maecenas,3.77E+12,est.,3,275,accepted,675996 64 8676 5777 671,640,10/23/2022 2:11,1/25/2023 1:06
991,81,"lectus, a",3.77E+12,commodo,7,195,refused,6.30E+18,280,2/20/2023 1:19,1/30/2022 6:15
992,149,"facilisis vitae,",3.77E+12,Vestibulum,3,543,accepted,3.02E+14,344,2/27/2023 2:05,8/4/2022 11:06
993,66,diam at,3.77E+12,"sem,",4,784,cancelled,3038 942846 35441,222,2/27/2023 4:35,7/1/2022 1:01
994,185,"diam nunc,",3.77E+12,sit,18,76,accepted,3004 716187 45981,529,12/17/2022 5:44,3/1/2022 12:06
995,27,purus. Maecenas,3.77E+12,faucibus,7,296,accepted,5713 743521 52493,949,2/8/2023 12:49,5/27/2022 2:23
996,38,Quisque nonummy,3.77E+12,Nunc,22,744,cancelled,6.46E+15,240,1/1/2023 9:01,6/7/2022 12:13
997,120,"ultricies ornare,",3.77E+12,enim,6,954,accepted,2.01E+14,215,10/14/2022 8:36,11/30/2022 4:58
998,37,Donec sollicitudin,3.77E+12,neque.,8,981,accepted,633446 24 5636 6273 132,823,2/2/2023 3:49,10/9/2021 11:01
999,50,metus. In,3.77E+12,"vulputate,",6,355,refused,3.01E+14,154,1/4/2023 1:44,10/6/2022 1:36
1000,150,Pellentesque habitant,3.77E+12,lorem,23,308,refused,4.93E+12,550,1/18/2023 8:19,1/31/2022 8:09
1001,75,mollis lectus,3.77E+12,netus,1,765,refused,450853 1793861189,295,1/4/2023 10:38,10/6/2021 8:22
1002,65,magnis dis,3.77E+12,interdum,3,85,accepted,6767 8499 3538 8465,360,1/5/2023 10:09,8/22/2022 7:09
1003,121,sem mollis,3.77E+12,erat,14,637,refused,3459 672424 81114,718,10/14/2022 1:31,12/30/2022 6:27
1004,17,Duis ac,3.77E+12,"lorem,",6,618,cancelled,515538 8561528953,456,1/1/2023 10:15,2/27/2022 7:02
1005,95,"lacinia orci,",3.77E+12,"vel,",3,195,accepted,5038 641326 2422,525,10/31/2022 12:01,5/3/2022 4:03
1006,10,Donec sollicitudin,3.77E+12,Curabitur,12,711,refused,3698 887665 42522,202,2/19/2023 8:21,10/20/2022 11:38
1007,82,In scelerisque,3.77E+12,Phasellus,8,884,cancelled,3.75E+14,172,10/16/2022 6:33,8/13/2022 3:29
1008,77,"vulputate, risus",3.77E+12,risus,2,377,accepted,2.15E+14,124,11/1/2022 8:39,7/21/2022 4:32
1009,98,tempor arcu.,3.77E+12,Curabitur,12,54,refused,3.04E+14,289,12/26/2022 11:05,11/9/2022 4:27
1010,80,"fermentum vel,",3.77E+12,nibh,5,230,cancelled,670663 2755843866,236,2/23/2023 3:12,4/8/2022 9:05
1011,170,tincidunt adipiscing.,3.77E+12,iaculis,7,31,cancelled,6.30E+15,642,11/9/2022 9:56,2/13/2023 6:36
1012,38,tempor augue,3.77E+12,Ut,16,306,accepted,630423 56 7378 6524 410,753,3/1/2023 9:28,4/18/2022 7:52
1013,119,"nec, diam.",3.77E+12,sem,11,434,refused,524868 613833 8692,321,11/6/2022 4:18,2/27/2023 2:23
1014,198,"elit, dictum",3.77E+12,"pharetra,",1,151,accepted,5018 297634 87577,523,10/17/2022 8:25,2/3/2023 9:41
1015,102,sapien. Cras,3.77E+12,lorem,23,825,refused,3.70E+14,371,1/24/2023 6:38,10/29/2022 11:51
1016,83,turpis egestas.,3.77E+12,"nec,",8,306,refused,4905 5664 3265 7324,755,2/20/2023 11:18,6/22/2022 1:18
1017,55,"scelerisque, lorem",3.77E+12,tincidunt,6,933,cancelled,3646 735337 22549,256,11/16/2022 12:11,9/10/2022 1:40
1018,84,"in, dolor.",3.77E+12,at,5,586,refused,676218 7482582882,441,11/19/2022 10:52,1/4/2022 11:36
1019,157,senectus et,3.77E+12,justo,4,101,refused,3026 557439 29597,336,11/5/2022 7:46,1/20/2023 4:15
1020,30,natoque penatibus,3.77E+12,non,15,168,cancelled,402668 313541 2370,322,1/7/2023 11:09,6/16/2022 11:02
1021,128,vitae odio,3.77E+12,Nullam,9,970,refused,516437 828544 2481,187,10/9/2022 6:23,1/18/2023 7:58
1022,187,lacus. Aliquam,3.77E+12,adipiscing,12,329,cancelled,6.77E+18,391,10/12/2022 3:52,11/2/2021 4:50
1023,38,Maecenas malesuada,3.77E+12,Ut,16,487,cancelled,6.51E+15,790,11/11/2022 3:02,2/12/2023 3:11
1024,31,enim nisl,3.77E+12,Nunc,22,403,refused,564 18218 22389 445,649,10/25/2022 6:02,6/6/2022 9:55
1025,87,consectetuer rhoncus.,3.77E+12,eu,13,17,accepted,5.13E+15,445,12/25/2022 5:48,2/10/2023 11:29
1026,30,Mauris magna.,3.77E+12,eu,13,345,cancelled,2.01E+14,255,10/16/2022 12:20,5/1/2022 5:10
1027,197,eu lacus.,3.77E+12,ante,8,837,refused,633479 25 8547 7821 933,726,10/7/2022 8:26,3/10/2022 7:46
1028,128,"dictum eleifend,",3.77E+12,ipsum,11,564,accepted,490538 5384159969,624,10/27/2022 5:20,10/14/2022 4:16
1029,157,semper tellus,3.77E+12,erat,14,194,accepted,522434 755423 9546,198,2/25/2023 10:14,7/13/2022 4:01
1030,74,vehicula. Pellentesque,3.77E+12,non,15,314,accepted,653487 129354 1636,968,12/22/2022 8:41,10/20/2021 3:36
1031,18,volutpat. Nulla,3.77E+12,"nec,",8,120,accepted,549736 158312 3480,163,2/8/2023 6:20,8/6/2022 11:03
1032,30,Curabitur ut,3.77E+12,Proin,15,900,cancelled,2.15E+14,935,11/6/2022 12:03,10/8/2021 11:12
1033,105,"et, lacinia",3.77E+12,auctor,4,272,refused,491166 71 7266 5247 580,551,12/21/2022 10:34,9/12/2022 4:01
1034,118,taciti sociosqu,3.77E+12,dis,9,90,refused,533692 7622865524,692,1/25/2023 10:13,3/3/2022 3:45
1035,12,non enim,3.77E+12,sodales,5,113,accepted,448 51738 18116 781,949,11/10/2022 8:26,11/5/2022 9:02
1036,175,"blandit at,",3.77E+12,semper,17,372,accepted,633 48818 78779 263,873,3/1/2023 7:55,7/26/2022 12:02
1037,198,"aliquet nec,",3.77E+12,mauris,21,251,accepted,3.66E+14,578,2/25/2023 5:58,6/7/2022 12:26
1038,158,lectus rutrum,3.77E+12,dolor,9,116,accepted,6.33E+17,921,11/19/2022 11:13,10/29/2022 1:34
1039,145,sed orci,3.77E+12,"eleifend,",3,307,refused,2.01E+14,471,2/12/2023 10:33,11/4/2022 3:47
1040,193,"vulputate dui,",3.77E+12,vulputate,5,558,accepted,3036 945813 64376,416,1/20/2023 7:57,12/12/2022 5:05
1041,179,massa non,3.77E+12,mi,11,147,refused,5.25E+15,873,1/10/2023 11:37,6/21/2022 6:39
1042,124,natoque penatibus,3.77E+12,Nunc,22,851,refused,633413 3145423493,975,10/13/2022 8:19,12/21/2022 4:40
1043,83,Integer eu,3.77E+12,faucibus,7,382,refused,490585 5126781692,121,1/8/2023 11:42,11/22/2021 7:08
1044,157,sem magna,3.77E+12,Proin,15,400,refused,3413 265292 58436,244,2/24/2023 1:21,12/17/2022 10:49
1045,46,erat vel,3.77E+12,porttitor,3,842,refused,4.94E+18,889,2/23/2023 10:56,7/19/2022 11:01
1046,92,"at, libero.",3.77E+12,Mauris,21,772,cancelled,523 62665 66466 473,603,11/30/2022 11:05,11/27/2021 9:58
1047,106,"est, mollis",3.77E+12,"dui,",9,828,cancelled,4716 521 48 5798,354,10/28/2022 4:50,8/20/2022 1:24
1048,46,dui nec,3.77E+12,tristique,8,731,refused,526 34463 16568 325,167,2/25/2023 5:22,12/26/2022 4:43
1049,29,Fusce dolor,3.77E+12,in,16,91,accepted,6.33E+15,772,2/16/2023 4:51,1/24/2022 12:20
1050,180,Nam porttitor,3.77E+12,sem,11,92,refused,645679 988569 9344,140,12/2/2022 5:55,3/16/2022 2:42
1051,66,"tempus eu,",3.77E+12,hendrerit,4,77,accepted,675917 7534684351,547,10/3/2022 4:40,12/12/2021 3:53
1052,20,Fusce diam,3.77E+12,rutrum,5,82,cancelled,468528 881545 8669,235,10/23/2022 10:11,8/3/2022 5:06
1053,50,Curae Phasellus,3.77E+12,mi,11,896,accepted,3.06E+14,431,2/27/2023 9:13,6/18/2022 10:15
1054,58,eu neque,3.77E+12,eu,13,242,accepted,4.84E+15,225,11/28/2022 2:07,4/29/2022 2:38
1055,46,euismod urna.,3.77E+12,ut,16,282,cancelled,4.49E+15,404,12/10/2022 7:20,9/5/2022 5:24
1056,73,"in, hendrerit",3.77E+12,accumsan,8,785,accepted,5.81E+14,276,12/7/2022 6:16,4/14/2022 8:23
1057,118,sapien molestie,3.77E+12,odio,3,248,refused,645342 488616 5616,334,11/8/2022 5:10,4/10/2022 8:57
1058,4,imperdiet ullamcorper.,3.77E+12,blandit,4,53,cancelled,3435 587133 58881,578,2/9/2023 12:41,9/22/2022 9:51
1059,68,non nisi.,3.77E+12,velit,8,53,cancelled,4539 471 82 6740,986,1/31/2023 11:59,1/6/2022 12:49
1060,81,tempus risus.,3.77E+12,luctus,11,456,accepted,521 34357 72424 934,392,2/13/2023 2:29,11/23/2022 11:30
1061,159,Sed neque.,3.77E+12,consectetuer,9,19,refused,3.79E+14,161,1/4/2023 5:43,10/12/2021 10:11
1062,24,ipsum ac,3.77E+12,velit,8,156,cancelled,4917 1861 8846 6477,482,1/23/2023 8:20,8/5/2022 5:15
1063,103,ornare tortor,3.77E+12,molestie,10,66,cancelled,646227 3548188329,196,1/30/2023 3:08,4/12/2022 12:52
1064,8,auctor. Mauris,3.77E+12,massa,3,486,refused,5018 916 38 2361,558,1/17/2023 4:55,11/17/2021 7:42
1065,184,"tempor lorem,",3.77E+12,id,6,894,cancelled,4916 2435 3722 3363,766,12/7/2022 5:44,11/15/2021 6:58
1066,9,malesuada. Integer,3.77E+12,et,21,157,accepted,3.62E+14,654,11/20/2022 10:59,12/4/2021 4:48
1067,199,"et, lacinia",3.77E+12,sem,11,907,accepted,3488 325351 41352,783,11/15/2022 1:32,10/18/2021 4:33
1068,45,"tempor lorem,",3.77E+12,in,16,302,refused,6.33E+15,988,1/13/2023 9:42,10/20/2021 5:21
1069,42,quis turpis,3.77E+12,enim.,9,363,cancelled,450889 849836 8251,730,2/26/2023 9:57,4/7/2022 7:12
1070,87,pharetra nibh.,3.77E+12,nisi,7,641,accepted,6.76E+16,352,10/29/2022 10:19,1/24/2023 12:16
1071,164,torquent per,3.77E+12,euismod,6,938,cancelled,2014 586145 26597,948,1/17/2023 2:18,11/8/2021 1:44
1072,55,lacus. Quisque,3.77E+12,feugiat,7,38,accepted,519392 2552152599,655,10/19/2022 6:02,1/22/2022 10:56
1073,21,aliquam arcu.,3.77E+12,"non,",15,285,refused,676743 5855287638,238,1/12/2023 10:47,2/12/2022 4:44
1074,100,Nulla dignissim.,3.77E+12,vitae,11,208,cancelled,6452 9556 7548 5617,917,11/1/2022 10:31,5/25/2022 4:19
1075,158,tristique neque,3.77E+12,accumsan,8,258,cancelled,4539 5591 3626 2149,973,1/9/2023 9:06,1/14/2022 7:51
1076,79,fringilla est.,3.77E+12,imperdiet,6,114,cancelled,5.39E+15,195,11/1/2022 5:51,2/9/2022 9:05
1077,29,Duis at,3.77E+12,"montes,",4,349,cancelled,3676 465539 65120,230,2/9/2023 2:56,1/17/2022 11:48
1078,17,"elementum purus,",3.77E+12,magnis,4,231,refused,2.01E+14,669,12/9/2022 11:59,8/1/2022 10:57
1079,45,tortor. Nunc,3.77E+12,sem,11,534,refused,3.80E+14,336,11/19/2022 6:13,1/21/2023 7:08
1080,110,facilisis. Suspendisse,3.77E+12,quam,3,450,refused,3691 545862 88238,585,11/10/2022 9:17,12/9/2022 1:34
1081,142,"Fusce aliquam,",3.77E+12,"est,",3,795,cancelled,646 37826 61864 259,624,10/7/2022 9:11,11/26/2021 7:27
1082,113,"dapibus rutrum,",3.77E+12,elit,4,844,refused,548759 3353477470,388,12/4/2022 9:59,7/9/2022 2:17
1083,5,leo. Vivamus,3.77E+12,metus.,5,565,refused,2.01E+14,913,1/9/2023 8:13,1/30/2023 3:01
1084,182,Suspendisse tristique,3.77E+12,lectus,11,759,cancelled,633419 61 6211 5267 549,120,2/19/2023 6:34,12/31/2022 3:37
1085,38,tellus eu,3.77E+12,ut,16,907,refused,6.71E+18,676,10/8/2022 7:07,11/23/2021 2:34
1086,193,"vulputate dui,",3.77E+12,dignissim,3,150,refused,491686 1645375872,796,1/8/2023 4:36,2/11/2023 5:39
1087,86,ultrices iaculis,3.77E+12,magnis,4,337,refused,3.66E+14,476,10/10/2022 9:25,9/23/2022 3:16
1088,109,Nunc sollicitudin,3.77E+12,imperdiet,6,964,cancelled,2014 814393 22828,209,10/23/2022 8:30,9/21/2022 11:16
1089,37,"molestie in,",3.77E+12,Suspendisse,8,623,accepted,6.30E+15,284,12/24/2022 8:36,8/14/2022 8:18
1090,11,"eget, ipsum.",3.77E+12,Aliquam,9,949,cancelled,3.68E+14,468,10/18/2022 5:50,2/20/2023 11:48
1091,130,"sit amet,",3.77E+12,gravida.,2,218,accepted,601164 8833579611,956,2/8/2023 10:35,11/29/2022 7:09
1092,38,sollicitudin commodo,3.77E+12,Praesent,4,110,refused,455 68837 36584 365,451,11/8/2022 2:10,12/4/2022 11:17
1093,105,sed tortor.,3.77E+12,imperdiet,6,522,cancelled,4.53E+15,115,1/1/2023 12:45,2/14/2022 9:12
